nodeID,experiment,sub_experiment,ml_algorithm,timestamped_path,r2Train,rmseTrain,r2Test,rmseTest,r2All,rmseAll
001e064a872f,experiment3,INIR2_climate,LR,mlResults/001e064a872f_experiment3_INIR2_climate_LR_ml_data_set_20250722_174411.pkl,0.8297798350061769,283.9413787913092,0.8724531505018347,277.18591470290414,0.8449743960513569,281.92252712399403
001e064a872f,experiment3,INIR2_climate,NN,mlResults/001e064a872f_experiment3_INIR2_climate_NN_ml_data_set_20250722_174411.pkl,0.8914945926662998,226.69861881630376,0.9248542019796921,212.75934285975885,0.9033606887170725,222.58965525891927
001e064a872f,experiment3,INIR2_climate,RF,mlResults/001e064a872f_experiment3_INIR2_climate_RF_ml_data_set_20250722_174411.pkl,0.9825267879818415,90.97237997057607,0.8896679037198196,257.80255945785075,0.9496548389497121,160.6596923466623
001e064a872f,experiment3,SJH5_climate,LR,mlResults/001e064a872f_experiment3_SJH5_climate_LR_ml_data_set_20250722_174411.pkl,0.9027186106126419,214.65354519720754,0.9061311970126921,237.79183032154995,0.9039751445619452,221.88088771245856
001e064a872f,experiment3,SJH5_climate,NN,mlResults/001e064a872f_experiment3_SJH5_climate_NN_ml_data_set_20250722_174412.pkl,0.9190182226002024,195.84696040391634,0.9180962385333197,222.12028064770735,0.9187318493356996,204.12126554637322
001e064a872f,experiment3,SJH5_climate,RF,mlResults/001e064a872f_experiment3_SJH5_climate_RF_ml_data_set_20250722_174412.pkl,0.9922849292818778,60.449559288401105,0.9513536107682293,171.18337913202362,0.977795291300535,106.69660574960578
001e064a872f,experiment3,TGS2611_climate,LR,mlResults/001e064a872f_experiment3_TGS2611_climate_LR_ml_data_set_20250722_174412.pkl,0.6103649760199268,429.58803571406185,0.5295940946253408,532.3198638023604,0.5819575507790319,462.95444204143394
001e064a872f,experiment3,TGS2611_climate,NN,mlResults/001e064a872f_experiment3_TGS2611_climate_NN_ml_data_set_20250722_174412.pkl,0.8497511733839067,266.76492567074826,0.7586055484080872,381.32908529270713,0.8175516131184519,305.8426709067403
001e064a872f,experiment3,TGS2611_climate,RF,mlResults/001e064a872f_experiment3_TGS2611_climate_RF_ml_data_set_20250722_174413.pkl,0.9668690452328197,125.26800446139144,0.7297056891505955,403.51040891657783,0.8829077707125332,245.0146772879888
001e064a872f,experiment4,INIR2_climate,LR,mlResults/001e064a872f_experiment4_INIR2_climate_LR_ml_data_set_20250722_174413.pkl,0.09096110353622311,2.275414271839147,-0.127714913606231,1.6662567555739256,0.057716860786011015,2.110424453165434
001e064a872f,experiment4,INIR2_climate,NN,mlResults/001e064a872f_experiment4_INIR2_climate_NN_ml_data_set_20250722_174413.pkl,0.6600730405570443,1.3914321997144594,0.2212516205738696,1.3846526437371756,0.591594372571751,1.3893925283911932
001e064a872f,experiment4,INIR2_climate,RF,mlResults/001e064a872f_experiment4_INIR2_climate_RF_ml_data_set_20250722_174413.pkl,0.934698622031223,0.6098603762570914,0.024171776442949877,1.5499901872739403,0.7918478337253348,0.9919038313633584
001e064a872f,experiment4,SJH5_climate,LR,mlResults/001e064a872f_experiment4_SJH5_climate_LR_ml_data_set_20250722_174413.pkl,0.08904799811178044,2.277807359468228,-0.13749296003859612,1.6734649474547243,0.05457144588951035,2.1139438995975666
001e064a872f,experiment4,SJH5_climate,NN,mlResults/001e064a872f_experiment4_SJH5_climate_NN_ml_data_set_20250722_174413.pkl,0.5183570585376296,1.6562727037851277,0.1946562074226631,1.4080981213583956,0.46811795357409747,1.585574913064985
001e064a872f,experiment4,SJH5_climate,RF,mlResults/001e064a872f_experiment4_SJH5_climate_RF_ml_data_set_20250722_174414.pkl,0.934817537901077,0.6093048357330417,-0.017091796506348622,1.5824220904778956,0.7854706569111816,1.006983725560869
001e064a872f,experiment4,TGS2611_climate,LR,mlResults/001e064a872f_experiment4_TGS2611_climate_LR_ml_data_set_20250722_174414.pkl,0.08118818060772903,2.287612869594903,-0.1843791867459239,1.7076058922679045,0.040594875140887665,2.129512125394385
001e064a872f,experiment4,TGS2611_climate,NN,mlResults/001e064a872f_experiment4_TGS2611_climate_NN_ml_data_set_20250722_174414.pkl,0.7925709456246293,1.0869361630858345,0.17977309222832016,1.4210497005679013,0.6966248806058185,1.1974822381870451
001e064a872f,experiment4,TGS2611_climate,RF,mlResults/001e064a872f_experiment4_TGS2611_climate_RF_ml_data_set_20250722_174414.pkl,0.9500798703136316,0.533220818219189,-0.3948161677419104,1.8531080713526342,0.739026351637696,1.1106505314551025
